,College Name,New_name
20386,Padmashree Institute of Information Science,Padmashree Institute of Information Science
20387,Padmashree Institute of Medical Lab Technology ,Padmashree Institute of Medical Lab Technology 
20388,Padmashree Institute of Nursing ,Padmashree Institute of Nursing 
20389,Padmashree Institute of Physiotherapy ,Padmashree Institute of Physiotherapy 
20390,Padmashree Krutartha Acharya College of Engineering ,Padmashree Krutartha Acharya College of Engineering 
20391,Padmashree School of Public Health ,Padmashree School of Public Health 
20392,"Padmashri Annasaheb Jadhav Bharatiya Samaj Unnati Mandals Bhiwandi Nizampur Nagarpalika Arts Science & Commerce College Bhiwandi Dist Thane 421 305."" ",Padmashri Annasaheb Jadhav Bharatiya Samaj Unnati Mandals Bhiwandi Nizampur Nagarpalika Arts Science  Commerce College Bhiwandi Dist Thane  . 
20393,Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Arts,Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Arts
20394,Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Institute of Pharmaceutical Sciences & Research,Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Institute of Pharmaceutical Sciences  Research
20395,Padmashri Dr. D.Y.Patil Institute of Pharmaceutical Science and Research,Padmashri Dr. D.Y.Patil Institute of Pharmaceutical Science and Research
20396,PADMASHRI Dr. SIVANTHI ADITANAR COLLEGE OF NURSING,PADMASHRI Dr. SIVANTHI ADITANAR COLLEGE OF NURSING
20397,Padmashri Dr. Vithalrao Vikhe Patil Foundations College of Nursing ,Padmashri Dr. Vithalrao Vikhe Patil Foundations College of Nursing 
20398,PADMASREE COLLEGE OF NURSING,PADMASREE COLLEGE OF NURSING
20399,Padmasri Dr. B.V Raju Institute of Technology ,Padmasri Dr. B.V Raju Institute of Technology 
20400,Padmasri Dr. B.V. Raju Institute of Computer Education ,Padmasri Dr. B.V. Raju Institute of Computer Education 
20401,Padmavani Arts & Science College for ,Padmavani Arts  Science College for 
20402,Padmavani College of Education ,Padmavani College of Education 
20403,Padmavatamma College of Nursing,Padmavatamma College of Nursing
20404,Padmavathi College of Education ,Padmavathi College of Education 
20405,PADMAVATHI COLLEGE OF PHARMACY,PADMAVATHI COLLEGE OF PHARMACY
20406,PADMAVATHI COLLEGE OF PHYSIOTHERAPY,PADMAVATHI COLLEGE OF PHYSIOTHERAPY
20407,Padmavathi Degree College for Women,Padmavathi Degree College for Women
20408,PADMAVATHI MAHILA DEGREE COLLEGE ,PADMAVATHI MAHILA DEGREE COLLEGE 
20409,Padmavati College of Computer Science ,Padmavati College of Computer Science 
20410,PADMAWATI BAL VIDYAPEETH POCKET-B,PADMAWATI BAL VIDYAPEETH POCKETB
20411,Padmbhushan Dr.Krantiveer Naganath Anna Naikwadi Kala Mahavidyalaya,Padmbhushan Dr.Krantiveer Naganath Anna Naikwadi Kala Mahavidyalaya
20412,Padmshri Dr.D.Y.Patil Institute of Management Studies,Padmshri Dr.D.Y.Patil Institute of Management Studies
20413,Padmshri Dr.V.B.Kolte College of Engineering,Padmshri Dr.V.B.Kolte College of Engineering
20414,Padmshri Vasantdada Patil College of Computer Science,Padmshri Vasantdada Patil College of Computer Science
20415,Padre Conceicao College of Engineering Agnel Ashram Verna ,Padre Conceicao College of Engineering Agnel Ashram Verna 
20416,Padu Thirupathi Degree College,Padu Thirupathi Degree College
20417,PADUA COLLEGE OF COMMERCE AND MANAGEMENT,PADUA COLLEGE OF COMMERCE AND MANAGEMENT
20418,PAF Society's School of Management and Research,PAF Societys School of Management and Research
20419,PAF Society's School of Management and Studies,PAF Societys School of Management and Studies
20420,Pailan College of Education ,Pailan College of Education 
20421,Pailan College of Management and Technology 156 ,Pailan College of Management and Technology  
20422,PAILAN COLLEGE OF MANAGEMENT AND TECHNOLOGY 295 ,PAILAN COLLEGE OF MANAGEMENT AND TECHNOLOGY  
20423,Pailan College of Management and Technology 296 ,Pailan College of Management and Technology  
20424,Pailan College of Management and Technology 297 ,Pailan College of Management and Technology  
20425,Pailan School of International Studies 181 ,Pailan School of International Studies  
20426,Pakim Palatine College,Pakim Palatine College
20427,Pakuahat Degree College ,Pakuahat Degree College 
20428,PAKUAHAT TEACHERS EDUCATION COLLEGE,PAKUAHAT TEACHERS EDUCATION COLLEGE
20429,Pal College of Technology and Management,Pal College of Technology and Management
20430,PAL RAJENDRA EDUCATION TRUSTS PAL RAJENDRA BED COLLEGE,PAL RAJENDRA EDUCATION TRUSTS PAL RAJENDRA BED COLLEGE
20431,Pal Shikshan Sanstha 3/3 Sai Nagar Khadegolavali Kalyan ,Pal Shikshan Sanstha  Sai Nagar Khadegolavali Kalyan 
20432,Paladugu Parvathi Devi College of Engineering and Technology,Paladugu Parvathi Devi College of Engineering and Technology
20433,Palakdhari Singh Mahila Mahavidyalaya,Palakdhari Singh Mahila Mahavidyalaya
20434,PALAKKAD INSTITUTE OF SCIENCE & TECHNOLOGY,PALAKKAD INSTITUTE OF SCIENCE  TECHNOLOGY
20435,Palakondraya Degree College ,Palakondraya Degree College 
20436,Palamuru University ,Palamuru University 
20437,PALIWAL DEGREE COLLEGE,PALIWAL DEGREE COLLEGE
20438,Pallagatti Adavappa Arts and Commerce First Grade College,Pallagatti Adavappa Arts and Commerce First Grade College
20439,Pallavan College of Education ,Pallavan College of Education 
20440,Pallavan College of Engineering ,Pallavan College of Engineering 
20441,Pallavi College of Education ,Pallavi College of Education 
20442,Pallavi College of Teacher Education ,Pallavi College of Teacher Education 
20443,Pallavi Degree College ,Pallavi Degree College 
20444,Pallishree College ,Pallishree College 
20445,Palnadu College of Education,Palnadu College of Education
20446,Palsama Science College,Palsama Science College
20447,Pamidi Institute of Science & Technology,Pamidi Institute of Science  Technology
20448,Panabeda Mahavidyalaya,Panabeda Mahavidyalaya
20449,PANAROMA SYSTEMS PRIVATE LIMITED PALI-MARWAR ,PANAROMA SYSTEMS PRIVATE LIMITED PALIMARWAR 
20450,Panchajanya Vidhya Peetha Degree College,Panchajanya Vidhya Peetha Degree College
20451,Panchami College of Law,Panchami College of Law
20452,Panchamukhi Degree College,Panchamukhi Degree College
20453,Panchasheel Homoeopathy College,Panchasheel Homoeopathy College
20454,Panchasheela College of Education ,Panchasheela College of Education 
20455,Panchasheela Degree College,Panchasheela Degree College
20456,Panchayat College,Panchayat College
20457,Panchayat College ,Panchayat College 
20458,Panchayat College +3,Panchayat College 
20459,Panchayat College of Edn. & Tech. Satapada,Panchayat College of Edn.  Tech. Satapada
20460,Panchayat Degree College ,Panchayat Degree College 
20461,Panchayat Mahavidyalaya,Panchayat Mahavidyalaya
20462,Panchayat Mahavidyalaya ,Panchayat Mahavidyalaya 
20463,Panchkula Engg. College ,Panchkula Engg. College 
20464,Panchla Mahavidyalaya ,Panchla Mahavidyalaya 
20465,Panchmura Mahavidyalaya ,Panchmura Mahavidyalaya 
20466,Panchokot Mahavidyalaya ,Panchokot Mahavidyalaya 
20467,Panchpirh +3 Degree College,Panchpirh  Degree College
20468,Panchsheel College of Education,Panchsheel College of Education
20469,PANCHSHEEL INSTITUTE OF EDUCATION,PANCHSHEEL INSTITUTE OF EDUCATION
20470,PANCHSHEEL MAHAVIDYALAYA,PANCHSHEEL MAHAVIDYALAYA
20471,PANCHSHIL COLLEGE OF EDUCATION ,PANCHSHIL COLLEGE OF EDUCATION 
20472,Panchthupi Haripada Gouribala College ,Panchthupi Haripada Gouribala College 
20473,Panchur College ,Panchur College 
20474,Panchvati Mahavidyalaya,Panchvati Mahavidyalaya
20475,PANCHWATI INSTITUTE OF EDUCATION & TECHNOLOGY GHAAT ROAD,PANCHWATI INSTITUTE OF EDUCATION  TECHNOLOGY GHAAT ROAD
20476,PANCHWATI INSTITUTE OF ENGINEERING AND TECHNOLOGY,PANCHWATI INSTITUTE OF ENGINEERING AND TECHNOLOGY
20477,Pandav College of Library Science,Pandav College of Library Science
20478,Pandav College of Post Graduate Library and Information Science,Pandav College of Post Graduate Library and Information Science
20479,Pandaveswar Colloge ,Pandaveswar Colloge 
20480,Pandey Computers ,Pandey Computers 
20481,Pandit Ambika Pratap Narayan Sanskrit Mahavidyalaya,Pandit Ambika Pratap Narayan Sanskrit Mahavidyalaya
20482,PANDIT CHANDRASEKHER STUDY COLLEGE SATNA ,PANDIT CHANDRASEKHER STUDY COLLEGE SATNA 
20483,Pandit Chetan Dev Govt. College of Education,Pandit Chetan Dev Govt. College of Education
20484,Pandit Deen Dayal Upadhaya Institute for the Physically Handicapped ,Pandit Deen Dayal Upadhaya Institute for the Physically Handicapped 
20485,Pandit Deen Dayal Upadhyay T.T. College ,Pandit Deen Dayal Upadhyay T.T. College 
20486,Pandit Deendayal Centre for Career Development and Research,Pandit Deendayal Centre for Career Development and Research
20487,Pandit Deendayal Institute of Management Studies,Pandit Deendayal Institute of Management Studies
20488,PANDIT DEENDAYAL MAHAVIDYALYA,PANDIT DEENDAYAL MAHAVIDYALYA
20489,PANDIT DEENDAYAL UPADHYAY MAHILA T T COLLEGE BAPJI NAGAR,PANDIT DEENDAYAL UPADHYAY MAHILA T T COLLEGE BAPJI NAGAR
20490,Pandit Dindayal Upadhyay Mahavidyalaya,Pandit Dindayal Upadhyay Mahavidyalaya
20491,Pandit Gopinath Kaviraj Sanskrit Mahavidyalaya,Pandit Gopinath Kaviraj Sanskrit Mahavidyalaya
20492,Pandit Jawaharlal Nehru Arts,Pandit Jawaharlal Nehru Arts
20493,Pandit Jawaharlal Nehru College ,Pandit Jawaharlal Nehru College 
20494,PANDIT JAWAHARLAL NEHRU COLLEGE OF AGRICULTURE AND RESEARCH INSTITUTE,PANDIT JAWAHARLAL NEHRU COLLEGE OF AGRICULTURE AND RESEARCH INSTITUTE
20495,Pandit Jawaharlal Nehru Govt. College,Pandit Jawaharlal Nehru Govt. College
20496,Pandit Mohan Lal SD College for Girls,Pandit Mohan Lal SD College for Girls
20497,Pandit Narendra Oriental College ,Pandit Narendra Oriental College 
20498,Pandit Nehru Computer Education Centre ,Pandit Nehru Computer Education Centre 
20499,PANDIT NEHRU MAHAVIDYALYA,PANDIT NEHRU MAHAVIDYALYA
20500,Pandit Parshadi Lal ,Pandit Parshadi Lal 
20501,Pandit Purnanand Tiwari Law College,Pandit Purnanand Tiwari Law College
20502,Pandit Raghunath Murmu Smriti Mahavidyalaya ,Pandit Raghunath Murmu Smriti Mahavidyalaya 
20503,Pandit Raghunath Murmu Teachers' Training College ,Pandit Raghunath Murmu Teachers Training College 
20504,Pandit Ram Lagan Sanskrit Mahavidyalaya,Pandit Ram Lagan Sanskrit Mahavidyalaya
20505,Pandit Ram Sanehi Tripathi Sanskrit Mahavidyalaya,Pandit Ram Sanehi Tripathi Sanskrit Mahavidyalaya
20506,PANDIT RAMESH CHANDRA BHATELE MAHAVIDYALYA,PANDIT RAMESH CHANDRA BHATELE MAHAVIDYALYA
20507,Pandit Shivdayal Shukla Sanskrit Mahavidyalaya,Pandit Shivdayal Shukla Sanskrit Mahavidyalaya
20508,PANDIT SHYAMLAL ADARS COLLEGE GORHAI,PANDIT SHYAMLAL ADARS COLLEGE GORHAI
20509,PANDIT TEJRAM COLLEGE OF EDUCATION SIDDIQUE NAGAR ,PANDIT TEJRAM COLLEGE OF EDUCATION SIDDIQUE NAGAR 
20510,Pandit Upendranath Rishikul Mahavidhyalaya,Pandit Upendranath Rishikul Mahavidhyalaya
20511,Pandit Upendranath Rishikul Mahavidhyalaya ,Pandit Upendranath Rishikul Mahavidhyalaya 
20512,Pandiyan Saraswathi Yadav Engineering College,Pandiyan Saraswathi Yadav Engineering College
20513,Pandu College ,Pandu College 
20514,Pandua College of Education ,Pandua College of Education 
20515,Pandurang Computer Science & Management Science College,Pandurang Computer Science  Management Science College
20516,Pandurang Gramin Vikas Pratishthans Dilip Walse Patil Arts,Pandurang Gramin Vikas Pratishthans Dilip Walse Patil Arts
20517,Panihati Mahavidyalaya ,Panihati Mahavidyalaya 
20518,Panimalar Engineering College ,Panimalar Engineering College 
20519,Panimalar Institute of Technology ,Panimalar Institute of Technology 
20520,Panineeya Institute of Technology & Science ,Panineeya Institute of Technology  Science 
20521,Panineeya Mahavidyala College of Education ,Panineeya Mahavidyala College of Education 
20522,Panineeya Mahavidyala Institute of Dental Sciences and Research Center,Panineeya Mahavidyala Institute of Dental Sciences and Research Center
20523,Panini Sanskrit Mahavidyalaya,Panini Sanskrit Mahavidyalaya
20524,Panipat Institute of Engg. & Technology ,Panipat Institute of Engg.  Technology 
20525,Panjab University Regional Centre,Panjab University Regional Centre
20526,Panjab University Regional Centre Hoshiarpur ,Panjab University Regional Centre Hoshiarpur 
20527,Panjab University Regional Centre Muktsar ,Panjab University Regional Centre Muktsar 
20528,Panjab University Rural Centre Kauni ,Panjab University Rural Centre Kauni 
20529,Pankaj Laddhad Institute of Technology & Management & Maharashtra Buldana Studies,Pankaj Laddhad Institute of Technology  Management  Maharashtra Buldana Studies
20530,PANKAJ MAHESWARI SMRATI MAHAVIDYALAYA,PANKAJ MAHESWARI SMRATI MAHAVIDYALAYA
20531,Pankaj P Tijare College,Pankaj P Tijare College
20532,PANKAJ SOGANI MEMORIAL COLLEGE ,PANKAJ SOGANI MEMORIAL COLLEGE 
20533,PANKAJ SOGANI SMIRTI COLLEGE ,PANKAJ SOGANI SMIRTI COLLEGE 
20534,Pankaja Kasthuri College of Engineering and Technology,Pankaja Kasthuri College of Engineering and Technology
20535,PANKAJAKASTHURI AYURVEDA MEDICAL COLLEGE ,PANKAJAKASTHURI AYURVEDA MEDICAL COLLEGE 
20536,Panmana ,Panmana 
20537,PANNA INSTITUTE OF COMPUTER SCIENCE PANNA ,PANNA INSTITUTE OF COMPUTER SCIENCE PANNA 
20538,Panna Mahavidyalaya,Panna Mahavidyalaya
20539,Pannadhay College ,Pannadhay College 
20540,Pannadhay Mahila Shikshak Prashikshan Mahavidyalaya ,Pannadhay Mahila Shikshak Prashikshan Mahavidyalaya 
20541,Pannai College of Engineering and Technology,Pannai College of Engineering and Technology
20542,Pannai International Institute of Hotel Management and catering Technology ,Pannai International Institute of Hotel Management and catering Technology 
20543,PANNAIKADU VEERAMMAL PARAMASIVAM COLLEGE ,PANNAIKADU VEERAMMAL PARAMASIVAM COLLEGE 
20544,Pannaikkadu Veerammal Paramasivam College of Engineering and Technology for Women,Pannaikkadu Veerammal Paramasivam College of Engineering and Technology for Women
20545,Pannala ram reddy college of business managememt ,Pannala ram reddy college of business managememt 
20546,PANNALAL PUTRAWATI DEVI MAHAVIDYALAYA,PANNALAL PUTRAWATI DEVI MAHAVIDYALAYA
20547,PANNAMPILLY MEMORIAL GOVT. COLLEGE,PANNAMPILLY MEMORIAL GOVT. COLLEGE
20548,Pansare Mahavidyalaya,Pansare Mahavidyalaya
20549,Panskura Banamali College ,Panskura Banamali College 
20550,PANTIUM POINT TACHQUNICAL COLLEG REWA ,PANTIUM POINT TACHQUNICAL COLLEG REWA 
20551,Papudippu Venkatasubbama Degree College ,Papudippu Venkatasubbama Degree College 
20552,Par Excellence Computer Academy ,Par Excellence Computer Academy 
20553,PARA COLLEGE OF BUSINESS ADMINISTRATION ,PARA COLLEGE OF BUSINESS ADMINISTRATION 
20554,PARA COLLEGE OF COMPUTER APPLICATION,PARA COLLEGE OF COMPUTER APPLICATION
20555,ParadipCollege,ParadipCollege
20556,Paradise College of Education,Paradise College of Education
20557,PARADISE COLLEGE OF EDUCATION ,PARADISE COLLEGE OF EDUCATION 
20558,PARAG DEI MAHILA MAHAVIDYALAYA,PARAG DEI MAHILA MAHAVIDYALAYA
20559,PARAGON INSTITUTE OF EDUCATION MAHARAJ NAGAR POWER HOUSE ROAD,PARAGON INSTITUTE OF EDUCATION MAHARAJ NAGAR POWER HOUSE ROAD
20560,Parajanga Mohavidyalaya,Parajanga Mohavidyalaya
20561,Parala Maharaja Engineering College,Parala Maharaja Engineering College
20562,Param,Param
20563,Param Informatics ,Param Informatics 
20564,Param Informatics. ,Param Informatics. 
20565,Param Informatics.. ,Param Informatics.. 
20566,Param Informatics... ,Param Informatics... 
20567,Param. Informatics ,Param. Informatics 
20568,Param. Informatics. ,Param. Informatics. 
20569,Paramanand Degree College,Paramanand Degree College
20570,Paramananda College,Paramananda College
20571,Paramedical College,Paramedical College
20572,PARAMEDICAL INSTITUTE JAWAHARLAL NEHRU CANCER HOSPITAL ,PARAMEDICAL INSTITUTE JAWAHARLAL NEHRU CANCER HOSPITAL 
20573,Parameshwar Degree College,Parameshwar Degree College
20574,Parameshwar singh Memorial Mahavidyalaya,Parameshwar singh Memorial Mahavidyalaya
20575,Parameswar Mahavidyalaya ,Parameswar Mahavidyalaya 
20576,PARAMHANS INSTITUE OF EDUCATION ,PARAMHANS INSTITUE OF EDUCATION 
20577,PARAMHANS MAHAVIDYALAYA,PARAMHANS MAHAVIDYALAYA
20578,Paramhans Pal Degree College,Paramhans Pal Degree College
20579,PARAMOUNT COLLEGE OF EDUCATION ,PARAMOUNT COLLEGE OF EDUCATION 
20580,PARAMOUNT INSTITUTE OF EDUCATION & TECHNOLOGY,PARAMOUNT INSTITUTE OF EDUCATION  TECHNOLOGY
20581,Paramveer College of Education ,Paramveer College of Education 
20582,PARANGAT B.ED. COLLEGE,PARANGAT B.ED. COLLEGE
20583,Parankush Sanskrit Mahavidyalaya,Parankush Sanskrit Mahavidyalaya
20584,Parasakthi College of Education ,Parasakthi College of Education 
20585,PARASHAR NURSING MAHAVIDYALAY,PARASHAR NURSING MAHAVIDYALAY
20586,Parashuram Seva Sansthan,Parashuram Seva Sansthan
20587,PARASNATH COLLEGE,PARASNATH COLLEGE
20588,Parassinikadavu Ayurveda Medical College,Parassinikadavu Ayurveda Medical College
20589,Parbatigiri College,Parbatigiri College
20590,Parekh Brothers Science College ,Parekh Brothers Science College 
20591,Pari Institute of Management & Technology ,Pari Institute of Management  Technology 
20592,Parihar Computer Institute of Technology ,Parihar Computer Institute of Technology 
20593,Parijat Academy Teacher Education Institute. P.O.Dibrugarh ,Parijat Academy Teacher Education Institute. P.O.Dibrugarh 
20594,Parijat College,Parijat College
20595,Parimal College,Parimal College
20596,PARIMAL MITRA SMRITI MAHAVIDYALAYA,PARIMAL MITRA SMRITI MAHAVIDYALAYA
20597,Parishkar College of Global Excellence,Parishkar College of Global Excellence
20598,Parishkar Inst. of Edu.,Parishkar Inst. of Edu.
20599,Parisutham Institute of Technology and Science ,Parisutham Institute of Technology and Science 
20600,Parivartan Education Society's Rajarshi Shahu College of Arts & Science ,Parivartan Education Societys Rajarshi Shahu College of Arts  Science 
20601,PARIVARTHAN SOCIETY PARIVARTHAN COLLEGE OF SOCIAL WORKS,PARIVARTHAN SOCIETY PARIVARTHAN COLLEGE OF SOCIAL WORKS
20602,Pariyaram Dental College,Pariyaram Dental College
20603,Park College of Engineering and Technology ,Park College of Engineering and Technology 
20604,Park College of Technology ,Park College of Technology 
20605,Parkhe research institute ,Parkhe research institute 
20606,Park's College ,Parks College 
20607,PARLE TILAK VIDYALAYA ASSOCIATIONS INSTITUTE OF MANAGEMENT,PARLE TILAK VIDYALAYA ASSOCIATIONS INSTITUTE OF MANAGEMENT
20608,Parle Tilak Vidyalaya Associations M L Dahanukar College of Commerce Dixit Road Vile Parle East Mumbai 400 057 ,Parle Tilak Vidyalaya Associations M L Dahanukar College of Commerce Dixit Road Vile Parle East Mumbai   
